yearID,playerID,Salary,stint_pitch,W,L,G_pitch,GS_pitch,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP_pitch,HBP,BK,BFP,GF,R,SH,SF,GIDP,stint_field,G_field,GS_field,InnOuts,PO,A,E,DP,PB,WP_field,SB,CS,ZR,TrainVal
2006,liriafr01,327000,1,12,3,28,16,0,0,1,363,89,29,9,32,144,0.205,2.16,0.0,9,1.0,1,473.0,2,31,4.0,2.0,17.0,1,28,16.0,363.0,3,6,1.0,1,0.0,0.0,0.0,0.0,0.0,Training
2009,liriafr01,430000,1,5,13,29,24,0,0,0,410,147,88,21,65,122,0.279,5.8,0.0,5,6.0,1,609.0,2,93,5.0,6.0,11.0,1,29,24.0,410.0,1,15,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2010,liriafr01,1600000,1,14,10,31,31,0,0,0,575,184,77,9,58,201,0.252,3.62,0.0,10,10.0,1,806.0,0,77,6.0,2.0,15.0,1,31,31.0,575.0,4,24,1.0,1,0.0,0.0,0.0,0.0,0.0,Training
2011,liriafr01,4300000,1,9,10,26,24,1,1,0,403,125,76,14,75,112,0.249,5.09,1.0,9,7.0,0,591.0,0,81,0.0,6.0,16.0,1,26,24.0,403.0,5,17,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2012,liriafr01,5500000,3,6,12,34,28,0,0,0,470,143,93,19,87,167,0.49,10.71,5.0,11,7.0,1,693.0,2,97,4.0,8.0,11.0,3,34,28.0,470.0,6,23,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2013,liriafr01,1000000,1,16,8,26,26,2,0,0,483,134,54,9,63,163,0.224,3.02,0.0,7,0.0,2,666.0,0,54,3.0,1.0,12.0,1,26,26.0,483.0,7,30,1.0,5,0.0,0.0,0.0,0.0,0.0,Training
2014,liriafr01,6000000,1,7,10,29,29,0,0,0,487,130,61,13,81,175,0.218,3.38,3.0,12,4.0,0,691.0,0,68,6.0,5.0,11.0,1,29,29.0,487.0,2,24,3.0,1,0.0,0.0,0.0,0.0,0.0,Training
2015,liriafr01,11666666,1,12,7,31,31,0,0,0,560,155,70,15,70,205,0.223,3.38,1.0,10,5.0,1,773.0,0,75,2.0,1.0,22.0,1,31,31.0,560.0,5,24,1.0,1,0.0,0.0,0.0,0.0,0.0,Training
2016,liriafr01,13666667,3,8,13,31,29,0,0,0,489,157,85,26,85,168,0.486,8.379999999999999,1.0,9,9.0,0,731.0,0,98,7.0,6.0,19.0,3,31,29.0,489.0,2,21,4.0,3,0.0,0.0,0.0,0.0,0.0,Validation
2008,litscje01,395800,1,13,9,29,28,2,2,0,528,178,70,20,39,99,0.261,3.58,2.0,4,8.0,0,735.0,0,79,1.0,4.0,11.0,1,29,28.0,528.0,23,36,3.0,2,0.0,0.0,0.0,0.0,0.0,Training
2009,litscje01,414400,1,0,1,2,2,0,0,0,27,14,9,4,1,8,0.35,9.0,0.0,0,1.0,0,42.0,0,9,0.0,0.0,0.0,1,2,2.0,27.0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,litscje01,414700,1,1,5,9,9,0,0,0,140,53,30,7,15,16,0.286,5.79,0.0,1,2.0,0,202.0,0,30,0.0,0.0,6.0,1,9,9.0,140.0,7,9,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2011,litscje01,830000,1,6,3,28,8,0,0,1,225,69,37,10,28,66,0.245,4.44,2.0,3,3.0,0,317.0,4,40,2.0,2.0,8.0,1,28,8.0,225.0,11,12,3.0,2,0.0,0.0,0.0,0.0,0.0,Training
2015,lizra01,1000000,1,1,4,14,0,0,0,0,70,26,11,4,12,27,0.286,4.24,2.0,1,3.0,0,106.0,7,11,0.0,0.0,4.0,1,14,0.0,70.0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2006,loaizes01,6000000,1,11,9,26,26,2,1,0,464,179,84,17,40,97,0.288,4.89,3.0,2,5.0,0,679.0,0,92,5.0,8.0,12.0,1,26,26.0,464.0,5,15,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2007,loaizes01,7500000,3,2,4,7,7,0,0,0,112,36,24,10,20,20,0.491,10.18,1.0,0,1.0,1,164.0,0,24,3.0,1.0,4.0,3,7,7.0,112.0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,loaizes01,7500000,3,1,2,10,3,0,0,0,81,27,16,4,5,10,0.486,8.629999999999999,1.0,0,1.0,0,116.0,5,17,0.0,3.0,0.0,3,10,3.0,81.0,2,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,lobstky01,520000,1,2,0,14,0,0,0,0,75,25,11,2,12,15,0.263,3.96,1.0,2,2.0,0,110.0,3,11,1.0,0.0,4.0,1,14,0.0,75.0,1,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2013,lockeje01,497500,1,10,7,30,30,0,0,0,499,146,65,11,84,125,0.242,3.52,4.0,8,6.0,2,711.0,0,69,8.0,10.0,16.0,1,30,30.0,499.0,15,30,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,lockeje01,513000,1,7,6,21,21,0,0,0,394,127,57,16,40,89,0.257,3.91,2.0,1,4.0,0,548.0,0,63,6.0,3.0,13.0,1,21,21.0,394.0,4,14,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2015,lockeje01,531000,1,8,11,30,30,0,0,0,505,179,84,15,60,129,0.274,4.49,4.0,5,7.0,0,736.0,0,95,7.0,8.0,13.0,1,30,30.0,505.0,7,25,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2016,lockeje01,3025000,1,9,8,30,19,1,1,0,382,151,77,17,44,73,0.298,5.44,4.0,7,3.0,0,564.0,4,81,8.0,2.0,16.0,1,30,19.0,382.0,2,18,2.0,1,0.0,0.0,0.0,0.0,0.0,Validation
2006,loeka01,348770,1,3,6,15,15,1,1,0,235,105,51,10,22,34,0.317,5.86,0.0,3,1.0,0,358.0,0,54,1.0,3.0,7.0,1,15,15.0,235.0,3,11,2.0,0,0.0,0.0,0.0,0.0,0.0,Training
2007,loeka01,390765,1,6,11,28,23,0,0,0,408,162,81,13,56,78,0.295,5.36,6.0,6,4.0,0,615.0,0,96,1.0,5.0,14.0,1,28,23.0,408.0,8,29,3.0,3,0.0,0.0,0.0,0.0,0.0,Training
2011,loeka01,1250000,1,4,7,72,0,0,0,1,216,65,28,4,16,61,0.24,3.5,2.0,5,2.0,0,291.0,19,30,2.0,0.0,9.0,1,72,0.0,216.0,3,9,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2012,loeka01,2175000,1,6,5,70,0,0,0,2,205,78,35,9,20,55,0.284,4.61,3.0,4,3.0,0,303.0,20,41,5.0,0.0,5.0,1,70,0.0,205.0,5,15,2.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,loeka01,1050000,6,2,3,20,1,0,0,0,80,40,21,11,10,15,1.0430000000000001,22.37,2.0,1,0.0,0,127.0,9,21,1.0,0.0,3.0,6,20,1.0,80.0,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2007,loewead01,967000,1,2,0,6,6,0,0,0,91,27,12,1,26,22,0.239,3.56,0.0,1,3.0,1,143.0,0,14,1.0,0.0,5.0,1,6,6.0,91.0,3,5,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,loewead01,816000,1,0,2,7,4,0,0,0,64,25,19,5,18,14,0.305,8.02,0.0,2,0.0,0,102.0,0,19,0.0,2.0,1.0,1,7,4.0,64.0,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2006,loganbo02,327000,1,0,0,21,0,0,0,1,52,21,16,2,15,15,0.288,8.31,2.0,1,3.0,0,93.0,4,18,1.0,1.0,2.0,1,21,0.0,52.0,1,3,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,loganbo02,405000,1,2,3,55,0,0,0,0,127,57,28,7,14,42,0.317,5.95,3.0,1,1.0,0,197.0,12,31,2.0,0.0,2.0,1,55,0.0,127.0,3,6,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2011,loganbo02,1200000,1,5,3,64,0,0,0,0,125,43,16,4,13,46,0.261,3.46,3.0,1,4.0,0,185.0,6,20,2.0,1.0,1.0,1,64,0.0,125.0,2,9,1.0,1,0.0,0.0,0.0,0.0,0.0,Training
2012,loganbo02,1875000,1,7,2,80,0,0,0,1,166,48,23,6,28,68,0.234,3.74,6.0,3,2.0,0,239.0,8,23,1.0,3.0,1.0,1,80,0.0,166.0,2,8,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,loganbo02,3150000,1,5,2,61,0,0,0,0,117,33,14,7,13,50,0.236,3.23,4.0,3,0.0,0,159.0,9,15,3.0,3.0,4.0,1,61,0.0,117.0,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,loganbo02,4750000,1,2,3,35,0,0,0,0,75,31,19,6,11,32,0.31,6.84,1.0,3,1.0,0,116.0,8,20,2.0,2.0,3.0,1,35,0.0,75.0,1,2,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,loganbo02,5500000,1,0,3,60,0,0,0,0,106,40,17,3,17,44,0.28,4.33,1.0,3,5.0,0,168.0,12,17,1.0,2.0,1.0,1,60,0.0,106.0,0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,loganbo02,6250000,1,2,5,66,0,0,0,1,139,27,19,4,20,57,0.166,3.69,5.0,4,2.0,0,187.0,9,23,2.0,0.0,4.0,1,66,0.0,139.0,0,9,1.0,1,0.0,0.0,0.0,0.0,0.0,Validation
2006,lohseky01,3950000,3,5,10,34,19,0,0,0,380,150,82,15,44,97,0.596,11.64,4.0,3,6.0,1,566.0,6,83,8.0,5.0,10.0,3,34,19.0,380.0,12,24,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2007,lohseky01,4200000,3,9,12,34,32,2,1,0,578,207,99,22,57,122,0.556,9.3,3.0,3,12.0,0,829.0,0,109,14.0,4.0,13.0,3,34,32.0,578.0,12,21,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,lohseky01,4250000,1,15,6,33,33,0,0,0,600,211,84,18,49,119,0.272,3.78,3.0,5,3.0,0,839.0,0,88,6.0,4.0,17.0,1,33,33.0,600.0,23,26,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2009,lohseky01,7437500,1,6,10,23,22,1,1,0,353,125,62,16,36,77,0.269,4.74,2.0,3,3.0,1,512.0,0,69,3.0,5.0,6.0,1,23,22.0,353.0,20,13,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,lohseky01,9187500,1,4,8,18,18,0,0,0,276,129,67,9,35,54,0.336,6.55,2.0,1,3.0,0,431.0,0,75,5.0,4.0,9.0,2,19,18.0,285.0,11,17,1.0,4,0.0,0.0,0.0,0.0,0.0,Training
2011,lohseky01,12187500,1,14,8,30,30,1,1,0,565,178,71,16,42,111,0.249,3.39,1.0,1,3.0,0,775.0,0,80,8.0,6.0,15.0,1,30,30.0,565.0,24,27,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2012,lohseky01,12187500,1,16,3,33,33,0,0,0,633,192,67,19,38,143,0.239,2.86,1.0,1,4.0,0,864.0,0,74,11.0,7.0,12.0,1,33,33.0,633.0,17,26,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2013,lohseky01,10063922,1,11,10,32,32,2,1,0,596,196,74,26,36,125,0.259,3.35,1.0,1,3.0,0,806.0,0,78,8.0,2.0,18.0,1,32,32.0,596.0,7,16,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,lohseky01,11000000,1,13,9,31,31,2,2,0,595,183,78,22,45,141,0.246,3.54,0.0,1,8.0,0,817.0,0,87,9.0,9.0,11.0,1,31,31.0,595.0,10,24,1.0,2,0.0,0.0,0.0,0.0,0.0,Training
2015,lohseky01,11000000,1,5,13,37,22,0,0,2,457,180,99,29,43,108,0.297,5.85,3.0,5,4.0,0,665.0,5,99,7.0,4.0,12.0,1,37,22.0,457.0,8,26,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2006,loopebr01,3500000,1,9,3,69,0,0,0,0,220,76,29,3,20,41,0.277,3.56,5.0,0,2.0,0,308.0,28,30,7.0,5.0,9.0,1,69,0.0,220.0,6,10,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2007,loopebr01,4500000,1,12,12,31,30,0,0,0,525,183,96,22,51,87,0.269,4.94,2.0,0,4.0,3,746.0,0,100,4.0,6.0,16.0,1,31,30.0,525.0,11,18,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2008,loopebr01,5500000,1,12,14,33,33,1,1,0,597,216,92,25,45,108,0.279,4.16,1.0,3,11.0,1,842.0,0,101,7.0,5.0,23.0,1,33,33.0,597.0,20,15,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2009,loopebr01,4750000,1,14,7,34,34,0,0,0,584,226,113,39,64,100,0.289,5.22,6.0,5,5.0,0,866.0,0,123,9.0,7.0,19.0,1,34,34.0,584.0,13,31,2.0,1,0.0,0.0,0.0,0.0,0.0,Training
2008,lopezaq01,400000,1,4,1,48,0,0,0,0,236,86,31,9,22,61,0.277,3.55,4.0,6,2.0,1,344.0,18,33,0.0,10.0,5.0,1,48,0.0,236.0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,lopezfe01,1000000,1,0,0,1,0,0,0,0,3,1,0,0,1,0,0.333,0.0,0.0,0,0.0,0,4.0,0,0,0.0,0.0,0.0,12,116,91.0,2473.0,97,202,13.0,28,0.0,0.0,0.0,0.0,0.0,Training
2007,lopezja02,402500,1,2,1,61,0,0,0,0,122,36,14,2,18,26,0.24,3.1,2.0,1,4.0,0,174.0,11,16,1.0,1.0,5.0,1,61,0.0,122.0,5,6,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2008,lopezja02,840000,1,2,0,70,0,0,0,0,178,53,16,4,27,38,0.245,2.43,0.0,1,2.0,0,247.0,10,18,1.0,1.0,11.0,1,70,0.0,178.0,7,10,4.0,0,0.0,0.0,0.0,0.0,0.0,Training
2009,lopezja02,1350000,1,0,2,14,0,0,0,0,35,20,12,1,9,5,0.392,9.26,0.0,1,2.0,0,64.0,5,13,1.0,1.0,1.0,2,15,0.0,37.0,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,lopezja02,775000,3,4,2,77,0,0,0,0,173,50,15,2,20,38,0.43700000000000006,4.21,3.0,3,2.0,0,235.0,18,17,1.0,2.0,7.0,3,77,0.0,173.0,4,22,2.0,1,0.0,0.0,0.0,0.0,0.0,Training
2011,lopezja02,2375000,1,5,2,70,0,0,0,1,159,42,16,0,26,40,0.221,2.72,6.0,1,3.0,0,222.0,17,16,3.0,0.0,7.0,1,70,0.0,159.0,3,17,1.0,2,0.0,0.0,0.0,0.0,0.0,Training
2012,lopezja02,4250000,1,3,0,70,0,0,0,7,108,37,10,1,14,28,0.27,2.5,3.0,2,0.0,0,153.0,19,13,1.0,1.0,9.0,1,70,0.0,108.0,5,8,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,lopezja02,4250000,1,4,2,69,0,0,0,1,118,30,8,1,12,37,0.208,1.83,5.0,1,0.0,0,161.0,14,10,4.0,1.0,5.0,1,69,0.0,118.0,5,9,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2014,lopezja02,4000000,1,1,1,65,0,0,0,0,113,31,13,2,19,22,0.22,3.11,6.0,1,2.0,0,167.0,14,14,3.0,2.0,2.0,1,65,0.0,113.0,10,7,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,lopezja02,4000000,1,1,0,77,0,0,0,0,118,19,7,1,16,26,0.145,1.6,3.0,1,0.0,0,147.0,14,8,0.0,0.0,6.0,1,77,0.0,118.0,4,12,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2016,lopezja02,5000000,1,1,3,68,0,0,0,1,80,24,12,3,15,15,0.24,4.05,0.0,0,2.0,0,118.0,6,13,1.0,0.0,4.0,1,68,0.0,80.0,1,7,0.0,2,0.0,0.0,0.0,0.0,0.0,Validation
2006,lopezro01,3750000,1,9,18,36,29,0,0,0,567,234,124,32,59,136,0.302,5.9,2.0,6,4.0,1,847.0,2,129,5.0,5.0,9.0,1,36,29.0,567.0,12,18,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2007,lopezro01,4325000,1,5,4,14,14,0,0,0,238,83,39,11,21,43,0.273,4.42,6.0,0,0.0,0,333.0,0,43,3.0,5.0,5.0,1,14,14.0,238.0,6,15,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,lopezro01,650000,1,7,16,33,33,0,0,0,600,227,111,37,56,116,0.286,5.0,1.0,2,3.0,0,874.0,0,126,14.0,7.0,11.0,1,33,33.0,600.0,10,25,4.0,2,0.0,0.0,0.0,0.0,0.0,Training
2011,lopezwi01,442000,1,2,6,73,0,0,0,0,213,72,22,6,18,56,0.264,2.79,3.0,1,3.0,1,298.0,13,26,4.0,0.0,9.0,1,73,0.0,213.0,4,16,2.0,0,0.0,0.0,0.0,0.0,0.0,Training
2012,lopezwi01,515500,1,6,3,64,0,0,0,10,199,61,16,4,8,54,0.25,2.17,2.0,1,2.0,0,260.0,28,18,4.0,2.0,8.0,1,64,0.0,199.0,10,12,1.0,1,0.0,0.0,0.0,0.0,0.0,Training
2013,lopezwi01,1762500,1,3,4,75,0,0,0,0,226,88,34,6,18,48,0.293,4.06,4.0,0,1.0,3,321.0,28,35,1.0,1.0,9.0,1,75,0.0,226.0,9,7,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,lopezwi01,2200000,1,0,0,4,0,0,0,0,19,18,8,3,0,4,0.514,11.37,0.0,0,0.0,0,36.0,1,8,0.0,1.0,0.0,1,4,0.0,19.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,lorenmi01,516500,1,2,1,35,0,0,0,0,150,41,16,5,13,48,0.224,2.88,0.0,2,6.0,2,202.0,4,16,0.0,0.0,10.0,1,35,0.0,150.0,10,5,1.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2009,loretma01,1250000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0,2.0,1,0,0.0,0.0,0.0,4,44,28.0,772.0,135,42,2.0,16,0.0,0.0,0.0,0.0,0.0,Training
2013,loupaa01,494200,1,4,6,64,0,0,0,2,208,66,19,5,13,53,0.258,2.47,4.0,2,7.0,0,282.0,12,23,2.0,4.0,9.0,1,64,0.0,208.0,5,23,3.0,2,0.0,0.0,0.0,0.0,0.0,Training
2014,loupaa01,512400,1,4,4,71,0,0,0,4,206,50,24,4,30,56,0.207,3.15,5.0,5,6.0,0,283.0,15,25,3.0,3.0,7.0,1,71,0.0,206.0,3,17,1.0,2,0.0,0.0,0.0,0.0,0.0,Training
2015,loupaa01,527500,1,2,5,60,0,0,0,0,127,47,21,6,7,46,0.275,4.46,0.0,0,6.0,0,186.0,6,24,2.0,0.0,3.0,1,60,0.0,127.0,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,loupaa01,1050000,1,0,0,21,0,0,0,0,43,15,8,2,4,15,0.288,5.02,0.0,3,3.0,0,62.0,2,8,0.0,3.0,2.0,1,21,0.0,43.0,0,5,0.0,1,0.0,0.0,0.0,0.0,0.0,Validation
2009,louxsh01,405000,1,2,3,18,6,0,0,0,175,84,38,4,19,19,0.343,5.86,0.0,3,4.0,0,271.0,7,42,0.0,3.0,8.0,1,18,6.0,175.0,6,11,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2006,lowede01,9500000,1,16,8,35,34,1,0,0,654,221,88,14,55,123,0.262,3.63,2.0,3,5.0,2,913.0,1,97,7.0,2.0,29.0,1,35,34.0,654.0,19,49,3.0,4,0.0,0.0,0.0,0.0,0.0,Training
2007,lowede01,9500000,1,12,14,33,32,3,0,0,598,194,86,20,59,147,0.254,3.88,2.0,3,1.0,1,831.0,0,100,6.0,2.0,21.0,1,33,32.0,598.0,15,24,0.0,3,0.0,0.0,0.0,0.0,0.0,Training
2008,lowede01,10000000,1,14,11,34,34,1,0,0,633,194,76,14,45,147,0.246,3.24,7.0,2,1.0,0,851.0,0,84,8.0,7.0,19.0,1,34,34.0,633.0,15,39,2.0,3,0.0,0.0,0.0,0.0,0.0,Training
2009,lowede01,15000000,1,15,10,34,34,0,0,0,584,232,101,16,63,111,0.301,4.67,7.0,4,4.0,2,855.0,0,109,11.0,6.0,28.0,1,34,34.0,584.0,17,24,2.0,1,0.0,0.0,0.0,0.0,0.0,Training
2010,lowede01,15000000,1,16,12,33,33,0,0,0,581,204,86,18,61,136,0.273,4.0,10.0,4,4.0,2,824.0,0,88,10.0,2.0,22.0,1,33,33.0,581.0,14,30,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2011,lowede01,15000000,1,9,17,34,34,0,0,0,561,212,105,14,70,137,0.285,5.05,4.0,1,3.0,2,830.0,0,110,9.0,5.0,19.0,1,34,34.0,561.0,12,32,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2012,lowede01,15000000,3,9,11,38,21,1,1,1,428,180,81,10,51,55,0.5820000000000001,8.559999999999999,5.0,7,3.0,1,640.0,10,88,3.0,5.0,23.0,3,38,21.0,428.0,11,14,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2007,lowema01,380000,1,0,0,4,0,0,0,0,8,2,2,1,3,3,0.2,6.75,0.0,0,0.0,0,13.0,1,2,0.0,0.0,0.0,1,4,0.0,8.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,lowema01,390000,1,1,5,57,0,0,0,1,191,78,38,6,34,55,0.301,5.37,0.0,2,4.0,0,303.0,19,44,3.0,3.0,8.0,1,57,0.0,191.0,2,5,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2009,lowema01,418000,1,2,7,75,0,0,0,3,240,71,29,7,29,69,0.232,3.26,1.0,4,0.0,0,339.0,18,39,0.0,4.0,5.0,1,75,0.0,240.0,3,5,2.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,lowema01,1150000,3,1,3,14,0,0,0,0,40,18,8,2,6,12,0.749,15.48,1.0,1,0.0,0,61.0,5,9,0.0,1.0,3.0,3,14,0.0,40.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2011,lowema01,1200000,1,2,3,52,0,0,0,1,135,46,19,6,19,42,0.263,3.8,4.0,3,0.0,0,196.0,10,26,1.0,1.0,3.0,1,52,0.0,135.0,3,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2012,lowema01,1700000,1,0,2,36,0,0,0,0,118,35,15,5,13,28,0.24,3.43,0.0,4,0.0,2,162.0,12,15,0.0,3.0,2.0,1,36,0.0,118.0,2,2,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2016,lowema01,5500000,1,1,3,54,0,0,0,0,148,57,39,12,21,49,0.291,7.11,2.0,2,1.0,0,224.0,26,41,0.0,6.0,0.0,1,54,0.0,148.0,2,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2006,lowryno01,385000,1,7,10,27,27,1,1,0,478,166,84,21,56,84,0.273,4.74,2.0,2,6.0,1,689.0,0,89,11.0,7.0,14.0,1,27,27.0,478.0,10,20,2.0,1,0.0,0.0,0.0,0.0,0.0,Training
2007,lowryno01,1365000,1,14,8,26,26,1,0,0,468,155,68,12,87,87,0.265,3.92,2.0,5,5.0,0,694.0,0,76,14.0,4.0,25.0,2,27,26.0,469.0,10,22,4.0,1,0.0,0.0,0.0,0.0,0.0,Training
2011,luebkco01,415600,1,6,10,46,17,0,0,0,419,105,51,12,44,154,0.209,3.29,3.0,5,2.0,2,555.0,3,54,3.0,4.0,9.0,1,46,17.0,419.0,6,26,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2012,luebkco01,497800,1,3,1,5,5,0,0,0,93,28,9,1,8,23,0.233,2.61,0.0,0,0.0,0,130.0,0,10,2.0,0.0,1.0,1,5,5.0,93.0,2,7,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,luebkco01,1000000,1,0,1,9,0,0,0,0,26,15,9,2,11,9,0.385,9.35,2.0,0,1.0,0,53.0,5,9,1.0,1.0,0.0,1,9,0.0,26.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2011,luekejo01,414000,1,1,1,25,0,0,0,0,98,34,22,2,13,29,0.27,6.06,1.0,5,0.0,0,142.0,8,22,2.0,1.0,3.0,1,25,0.0,98.0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,luekejo01,504200,1,1,2,25,0,0,0,0,91,38,19,7,5,19,0.299,5.64,1.0,0,1.0,0,135.0,13,20,0.0,2.0,1.0,1,25,0.0,91.0,3,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2012,luetglu01,480000,1,2,2,63,0,0,0,2,122,37,18,3,24,38,0.248,3.98,6.0,5,1.0,0,178.0,16,20,1.0,3.0,5.0,1,63,0.0,122.0,1,1,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2013,luetglu01,495500,1,1,3,35,0,0,0,0,111,42,20,2,16,27,0.296,4.86,2.0,4,2.0,0,165.0,15,22,2.0,3.0,6.0,1,35,0.0,111.0,2,3,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2006,lugoru01,327000,1,2,4,64,0,0,0,0,255,75,36,4,37,48,0.24,3.81,0.0,3,5.0,0,363.0,24,39,1.0,7.0,11.0,1,64,0.0,255.0,9,9,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2007,lugoru01,403600,3,6,0,38,0,0,0,0,145,48,29,3,37,34,0.588,13.579999999999998,6.0,2,2.0,0,228.0,14,29,3.0,2.0,2.0,3,38,0.0,145.0,3,8,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,lylesjo01,502000,1,7,4,22,22,0,0,0,380,127,61,12,46,90,0.262,4.33,1.0,6,8.0,0,546.0,0,64,4.0,3.0,12.0,1,22,22.0,380.0,11,19,1.0,2,0.0,0.0,0.0,0.0,0.0,Training
2015,lylesjo01,2475000,1,2,5,10,10,0,0,0,147,54,28,2,19,30,0.29,5.14,1.0,2,3.0,0,212.0,0,32,3.0,1.0,10.0,1,10,10.0,147.0,2,8,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,lylesjo01,2975000,1,4,5,40,5,0,0,1,176,69,38,4,28,32,0.291,5.83,2.0,5,4.0,0,273.0,7,46,1.0,2.0,6.0,1,40,5.0,176.0,4,5,1.0,1,0.0,0.0,0.0,0.0,0.0,Validation
2012,lynnla01,482000,1,18,7,35,29,0,0,0,528,168,74,16,64,180,0.253,3.78,3.0,3,10.0,0,744.0,2,76,4.0,3.0,16.0,1,35,29.0,528.0,5,16,1.0,1,0.0,0.0,0.0,0.0,0.0,Training
2013,lynnla01,513000,1,15,10,33,33,0,0,0,605,189,89,14,76,198,0.252,3.97,0.0,6,11.0,0,856.0,0,92,11.0,8.0,18.0,1,33,33.0,605.0,14,26,1.0,5,0.0,0.0,0.0,0.0,0.0,Training
2014,lynnla01,535000,1,15,10,33,33,2,1,0,611,185,62,13,72,181,0.238,2.74,1.0,7,7.0,0,866.0,0,72,6.0,4.0,12.0,1,33,33.0,611.0,8,28,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,lynnla01,7000000,1,12,11,31,31,0,0,0,526,172,59,13,68,167,0.258,3.03,5.0,2,5.0,0,751.0,0,66,9.0,2.0,16.0,1,31,31.0,526.0,12,14,2.0,1,0.0,0.0,0.0,0.0,0.0,Training
